amfi_code,date,nav,daily_return,scheme_name,rolling_mean,rolling_std,rolling_sharpe
101206,2022-01-04,305.4514,0.0011530660807157,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-01-05,306.6324,0.0038664088624247,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-01-06,305.98,-0.002127629043767,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-01-07,304.048,-0.0063141381789659,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-01-10,307.5591,0.0115478477082566,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-01-11,309.4372,0.0061064686429372,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-01-12,313.2022,0.012167250737791,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-01-13,310.7396,-0.0078626523057628,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-01-14,308.9641,-0.0057137873640824,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-01-17,312.4211,0.0111890022174099,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-01-18,312.4518,9.826480989905129e-05,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-01-19,311.0479,-0.0044931730270075,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-01-20,309.8405,-0.0038817172531947,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-01-21,309.9701,0.0004182797277954,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-01-24,312.8854,0.0094051006855178,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-01-25,312.604,-0.0008993708239503,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-01-26,314.9535,0.0075158987089098,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-01-27,316.4175,0.0046483052260095,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-01-28,314.138,-0.0072040895336068,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-01-31,311.8727,-0.0072111619734001,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-02-01,310.797,-0.0034491637132714,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-02-02,307.3127,-0.0112108546736294,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-02-03,306.0803,-0.0040102475426495,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-02-04,310.3531,0.0139597354027682,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-02-07,310.4273,0.0002390825160116,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-02-08,308.4951,-0.0062243236983345,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-02-09,313.9134,0.0175636501195644,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-02-10,311.5082,-0.0076619857578555,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-02-11,309.0363,-0.0079352646254576,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-02-14,312.5666,0.011423577100813,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-02-15,314.5571,0.0063682428000944,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-02-16,314.3587,-0.0006307280935639,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-02-17,316.8369,0.0078833510890585,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-02-18,317.8419,0.0031719790213828,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-02-21,314.6965,-0.0098961150181898,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-02-22,308.2712,-0.0204174498286443,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-02-23,306.8909,-0.0044775509356697,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-02-24,310.0012,0.0101348720343288,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-02-25,308.9914,-0.0032574067455222,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-02-28,310.4078,0.0045839463493158,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-01,311.0737,0.0021452424842416,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-02,306.6204,-0.0143159000584104,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-03,305.6811,-0.0030633969559755,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-04,306.8083,0.0036875030873677,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-07,304.843,-0.0064056285309098,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-08,304.0267,-0.0026777718366504,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-09,305.2363,0.0039785979323527,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-10,305.5895,0.0011571362908013,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-11,308.5832,0.0097964753370125,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-14,309.7889,0.0039072120582068,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-15,307.3469,-0.007882787278692,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-16,306.2132,-0.003688665804015,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-17,306.426,0.0006949406491947,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-18,310.2244,0.0123958149765359,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-21,309.091,-0.0036534843809835,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-22,304.5611,-0.0146555545130722,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-23,305.9045,0.0044109375754157,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-24,304.0296,-0.0061290370033784,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-25,300.7579,-0.010761123259051,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-28,300.963,0.0006819438491889,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-29,303.713,0.0091373358186885,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-30,302.3357,-0.0045348733837539,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-03-31,303.8193,0.0049071280698906,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-01,305.8097,0.0065512625432289,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-04,308.1115,0.007526903168866,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-05,306.2861,-0.0059244786384149,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-06,303.4293,-0.0093272270599285,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-07,300.9607,-0.0081356678475019,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-08,303.2238,0.0075195864443431,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-11,305.1712,0.0064223190923669,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-12,302.7622,-0.0078939297024096,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-13,308.6697,0.0195120130584331,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-14,305.9112,-0.0089367372307679,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-15,308.7788,0.0093739621171109,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-18,313.1065,0.014015534745261,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-19,313.5714,0.0014847983034527,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-20,311.6107,-0.0062528023920548,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-21,309.7219,-0.0060614093161756,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-22,309.1663,-0.0017938673371177,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-25,312.2885,0.0100987720847971,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-26,309.1608,-0.0100154184351969,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-27,304.3447,-0.0155779775443717,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-28,305.4756,0.0037158524528273,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-04-29,307.205,0.0056613359626758,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-05-02,312.7446,0.0180322585895411,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-05-03,309.1145,-0.0116072347851888,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-05-04,308.9066,-0.0006725663144239,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-05-05,312.2491,0.0108204227426671,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-05-06,312.7434,0.0015830309839164,ABSL Frontline Equity Fund - Regular - Growth,,,
101206,2022-05-09,312.3659,-0.0012070598452277,ABSL Frontline Equity Fund - Regular - Growth,0.0002956582296576795,0.008308046030877023,0.5649257208036431
101206,2022-05-10,314.7118,0.0075101027352857,ABSL Frontline Equity Fund - Regular - Growth,0.0003662919702640128,0.00834236986226653,0.6970087468371814
101206,2022-05-11,313.2141,-0.0047589572427853,ABSL Frontline Equity Fund - Regular - Growth,0.00027045456909501286,0.008351248131397617,0.5140947936222712
101206,2022-05-12,315.7377,0.0080571085401328,ABSL Frontline Equity Fund - Regular - Growth,0.0003836183200272328,0.00838731410201832,0.726067006063031
101206,2022-05-13,312.4274,-0.010484335573484,ABSL Frontline Equity Fund - Regular - Growth,0.00033728279342147614,0.008436108600018224,0.6346763195242439
101206,2022-05-16,308.4279,-0.012801374015211,ABSL Frontline Equity Fund - Regular - Growth,6.673588538294725e-05,0.008462943381298492,0.12518095534267737
101206,2022-05-17,307.8433,-0.0018954186699712,ABSL Frontline Equity Fund - Regular - Growth,-2.217397364936832e-05,0.008440782341745378,-0.041702404454274915
101206,2022-05-18,301.1176,-0.0218478037365114,ABSL Frontline Equity Fund - Regular - Growth,-0.00040011902336383945,0.008647845740979031,-0.7344826415880875
101206,2022-05-19,301.4981,0.0012636259056264,ABSL Frontline Equity Fund - Regular - Growth,-0.0002987159321261816,0.00861279373158715,-0.5505726204682387
101206,2022-05-20,297.0795,-0.0146554820743481,ABSL Frontline Equity Fund - Regular - Growth,-0.0003980680955735783,0.008726779507226794,-0.7241084880519434
